screen_name,retweeted_user,content_type
NikeshaBrown2,byHeatherLong,RT
MyInfoNancy12,TeamPelosi,RT
RogerBarker5,EpochTimes,RT
fuzionbunny,rpwestcott,RT
TheTrueNLP,DanCrenshawTX,RT
charmed_one2323,george_capen,RT
Terra_Nulius,DavidItrainu4u,RT
rgarner0451,SaysHummingbird,RT
lori_tech,HLAurora63,RT
TEckbold,RealCandaceO,RT
birddawg08,RealCandaceO,RT
zombie19771,RealCandaceO,RT
Goinbi11,NRATV,RT
LynA027,EricTrump,RT
ScottChampion9,RealCandaceO,RT
RovaniVH,RealCandaceO,RT
RebCommander,RealCandaceO,RT
JudyJJazz,RealCandaceO,RT
SaraLillquist1,RealDrGina,RT
deanna_mccool,MeetThePress,RT
Heeeellllooooo,RealJamesWoods,RT
blondielady00,TheSharpEdge1,RT
JackAffy,RepCohen,RT
777thayes,heyitsCarolyn,RT
LandSnarkSpts,TeaPainUSA,RT
AshleyB88361201,GabbyGiffords,RT
billings_cathy,RealCandaceO,RT
Think51783608,barmore27,RT
Laurelily63,DeplorableChoir,RT
MichaelMcGraw10,DeannaLorraine7,RT
Watchmanz,davidmwyatt,RT
MsSpy007,RoseDC11,RT
DianefromNj,RealCandaceO,RT
DaneCloud2,RealCandaceO,RT
Shinobi1kenobii,RealJamesWoods,RT
JeanneLoberg,mikebwonder,RT
MickyCallen,IvankaTrump,RT
mommab,pattonoswalt,RT
uJGOYqznekHgNdV,s7785,RT
grege1953,KimStrassel,RT
Penguinfan210,RealJamesWoods,RT
LetsVolleyball,DanCrenshawTX,RT
DragonForce_One,RealCandaceO,RT
AshleyB88361201,GabbyGiffords,RT
kylemick45,PelosiPress,RT
Cmitche51234587,Michelle4NM,RT
HernaneAlex,Jim_Jordan,RT
Geokid5,TeamPelosi,RT
ItsaBreeze77,lockemup8,RT
dr__lisaann,SaraCarterDC,RT
MDaCo4,EricTrump,RT
KausilaSiwakoti,SenSanders,RT
Nina70322569,EricTrump,RT
carlatomsmd,IlhanMN,RT
AshleyB88361201,GabbyGiffords,RT
dogfighter31,DanCrenshawTX,RT
CindyStuart15,KTHopkins,RT
imrayrod,,Tweet
thoughtful1more,RealCandaceO,RT
jboc65,Franklin_Graham,RT
RLiberalskiddin,RealCandaceO,RT
CapSyl27,Jetsta812,RT
HipHopMomma,pollsofpolitics,RT
gholland04,Anon_decoder,RT
DawnHunterton,RealCandaceO,RT
GeneOrson,Franklin_Graham,RT
Susan8Mcgrath,heyitsCarolyn,RT
ILoveAmerica__2,RitaPanahi,RT
JWorsnick,TeamPelosi,RT
hitman604,RoseDC11,RT
OswaldoAmbrosi1,Michelle4NM,RT
Trisha829,Denlesks,RT
KariCares4U,andreakayeshow,RT
Seajay603,SoonReachLin,RT
2Dahlia4,UniNoticias,RT
dr__lisaann,SaraCarterDC,RT
kuzzy_,VOANews,RT
Mike_Lawson_55,intheMatrixxx,RT
cjrich38,KayAmai022,RT
CindyNobinger,HLAurora63,RT
Lauren_Cherie,IlhanMN,RT
coachemaccmac,Jim_Jordan,RT
Iron87102,heyadiana,RT
BeallMartha,JaySekulow,RT
ADL_SF,ADL,RT
nicho786,KamalaHarris,RT
Maddbass2,TeaPainUSA,RT
CohenatorLinds,TelemundoNews,RT
dr__lisaann,SaraCarterDC,RT
MacpenguinD,SpeakerPelosi,RT
liatb01,Elizbethperkins,RT
ILoveAmerica__2,RitaPanahi,RT
KayaColor,jacobsoboroff,RT
peilmymailcom1,rosedixontx,RT
TorresArianaj,KamalaHarris,RT
melinda_neher,RealCandaceO,RT
footmdrph,realTylerZed,RT
EclecticRadical,lovewave_sw,RT
leserbriefing2,,Tweet
RuckerWil,peopleforben,RT
vmpcott,JaySekulow,RT
stacdogmom,Marc_Perrone,RT
AshleyB88361201,GabbyGiffords,RT
BigAppleBaby,nowthisnews,RT
GPekarek,TheSharpEdge1,RT
gjnielsen,Michelle4NM,RT
DonnaMillar4,dbongino,RT
VoicesWife,Franklin_Graham,RT
Annaisdance,KamalaHarris,RT
jrod1227,KTHopkins,RT
kwgominger,SenTedCruz,RT
WEWALKINPOWER,RealJamesWoods,RT
davidgilmore55,NativeApprops,RT
Richmcwadian,JustMy_NameHere,RT
e28racer,Doodisgirl,RT
wethepeople_Act,Jim_Jordan,RT
johncloonye,ABCPolitics,RT
wesley116,RealJamesWoods,RT
kgbeasley,SpecNews1SoCal,RT
TurtleManR,KTHopkins,RT
danzig138,thedailybeast,RT
TaarnaTaarakian,jojoh888,RT
Gotcha3613,lockemup8,RT
johnbachtell,eakuhl,RT
ChowdhryZain,IlhanMN,RT
ILoveAmerica__2,Lrihendry,RT
kevinhaddad08,heyitsCarolyn,RT
Amyjwal,MichaelSkolnik,RT
COMBATWARRIOR5,NewRightNetwork,RT
debjones334,DonaldUS2020,RT
Helen47,TheMorningSpew,RT
john95496233,heyitsCarolyn,RT
fazemamaw,AllenWest,RT
YalthisJoe,WhiteHouseLeaks,RT
sj19secretary,heyitsCarolyn,RT
TornadoNewsLink,TornadoNewsLink,RT
loveangel412,KamalaHarris,RT
kkjhaw,mikebwonder,RT
j3rzyc41n3,yesthatCarlo,RT
carly_jones_,SenSanders,RT
DeniseDowhower,1Romans58,RT
ScienceHoffman,ARmastrangelo,RT
TheRightMelissa,Franklin_Graham,RT
henniuk,Ilhan,RT
DimitriSchoinas,,Tweet
popsknox,ProgShadow,RT
GoldieSue,realTylerZed,RT
CaptainisWright,heyitsCarolyn,RT
mjgilliam09,realTylerZed,RT
td_swanson1971,heyadiana,RT
Tait61A,KamalaHarris,RT
ceecinthecity,EGPAF,RT
AlanPrkns,swingleft,RT
gbroh10,TheBoxThatRoxx,RT
henryvivasp,VOANoticias,RT
blondielady00,TheSharpEdge1,RT
Freedom_baybie,Sundncefn,RT
pundit_2016,RealCandaceO,RT
MargaretEverson,Franklin_Graham,RT
ProTrumpPatriot,HLAurora63,RT
FredHogan14,thebradfordfile,RT
dogfighter31,heyitsCarolyn,RT
noah_vestal3,GOP,RT
dustinsandifor1,KaitMarieox,RT
ricepaul2010,RealCandaceO,RT
LennyInnecken2,RealCandaceO,RT
AtlasOracle,Doodisgirl,RT
dartzhouse,RealCandaceO,RT
yourboymisha,RepEscobar,RT
Raybo54099153,Lrihendry,RT
GAdevoted,RepStephMurphy,RT
AshleyB88361201,JonLionFineArt,RT
USMC_BAMCIS,RealCandaceO,RT
SteveCochrane5,AidenWolfe,RT
coachemaccmac,Franklin_Graham,RT
sixbennetts,,Tweet
geraldlubitsky,JewishNewsUSAOstrov_A,RT
Grumpy0517,RealCandaceO,RT
tgmacdmd,dbongino,RT
ConservInLA,RealJamesWoods,RT
Scott_C_Young,realPolitiDiva,RT
BombasticLLC,RealCandaceO,RT
RogerR1950,TimRunsHisMouth,RT
2Dahlia4,EricTrump,RT
situationfubaru,WhiteHouseLeaks,RT
McJacqueline2,sfpelosi,RT
hitman604,conservativma,RT
DeplorableBugsy,RealCandaceO,RT
Cmr5Russell,AllenWest,RT
duster_john,hirschA8720,RT
DeplorableOkie9,letters4trump45,RT
debsimon23,Jim_Jordan,RT
Early2Rise2,SaysHummingbird,RT
Dondorey1,Doodisgirl,RT
Jay_MoneyPenni,JaySekulow,RT
mostafaz22,ABC,RT
JimPolk,TheMorningSpew,RT
RichNj5,TrinityResists,RT
GAdevoted,RepStephMurphy,RT
KatyinIndy,GOP,RT
Loray_12,newtgingrich,RT
Lee488011,RealCandaceO,RT
Vicky4Trump,RealJamesWoods,RT
BarbaraNavarro,PelosiPress,RT
Enufsaid17,SenSanders,RT
Warrior4JustUs,NYforSanders,RT
Oldandgray2,RealCandaceO,RT
PsiPriest,RealCandaceO,RT
Vadim06081423V,tictoc,RT
dblawson13,Franklin_Graham,RT
jenpet62,TeamPelosi,RT
HanneleVestola,MariaOhisalo,RT
MarilynLouise5,DrDGrossman,RT
abc7ellen,KamalaHarris,RT
jamjr43,,Tweet
rascal8346,TeaPainUSA,RT
mariamcdaniel1,RealCandaceO,RT
ARCProGroup,,Tweet
dr__lisaann,Jim_Jordan,RT
DanHarr16222124,heyitsCarolyn,RT
TorchOnHigh,heyitsCarolyn,RT
RobbieMac456,RyanAFournier,RT
eleanor_rigby49,JonLionFineArt,RT
Deplorable716,,Tweet
_IamAnita_D,,Tweet
PolitixGal,,Tweet
VerumEstLiberta,FormerNewspaper,RT
letmesee1980,heyitsCarolyn,RT
LovToRideMyTrek,RealCandaceO,RT
bwcjmc,amyklobuchar,RT
ReverendSteve,,Tweet
JulieGirl10865,,Tweet
hitman604,fatherhoops,RT
fox10PhotoChief,TheOnion,RT
Dolores20088561,TeaPainUSA,RT
TorresRtorres10,RealCandaceO,RT
dr__lisaann,KimStrassel,RT
k__ez__,RealCandaceO,RT
Kallen130vt,Redpainter1,RT
ralph_pierno,GOPChairwoman,RT
MI2CA2,RealCandaceO,RT
boom_2727,RonPlacone,RT
bsmithmd3631,KTHopkins,RT
truthwarrior70,SenTedCruz,RT
TexasLindaD,HLAurora63,RT
IndThinker13,GOP,RT
WisenerSr,heyitsCarolyn,RT
GodCountryFami6,2runtherace,RT
slorydn,RealCandaceO,RT
Sr71u2,RealCandaceO,RT
EricAdler2,DrJenGunter,RT
Hisladydiana,realTylerZed,RT
SandraHartle,NewRightNetwork,RT
SkiesStromie,BusyElves,RT
stateanopinion,GOP,RT
CallNotEvilGood,hirschA8720,RT
infowoman1,amyklobuchar,RT
WillPolitico,,Tweet
ButchPrincessG,nowthisnews,RT
namlhots,Michelle4NM,RT
Melissa31920880,RealCandaceO,RT
CalFitty7,CalFitty7,RT
YadwinderGadari,,Tweet
SoCalVillaGuy,SaysHummingbird,RT
victoria9965470,JessieJaneDuff,RT
jimyJ06880178,VOANoticias,RT
Cynthia66767366,TeaPainUSA,RT
vickiepagliai1,GOP,RT
RogerR1950,RealCandaceO,RT
HarlowsKorner,,Tweet
BoffleSpoffle,amyklobuchar,RT
CaroleS54218418,RepCohen,RT
KaJo503,,Tweet
NazareneWarrior,RealCandaceO,RT
dpfunke,,Tweet
Mariabil,UNITEDWEDREAM,RT
EylesGeoff,ViveCharlieMag,RT
switcherooskido,RealMattWalter,RT
johnwoolf,letters4trump45,RT
Catfactory_,MichaelSkolnik,RT
faschima,TimRunsHisMouth,RT
gil_joy5,JonLionFineArt,RT
JoseThePaisa,LifeNewsHQ,RT
DollCakes24,RealDrGina,RT
patriciaawalls,RealCandaceO,RT
redmanlorentzen,realDonaldTrump,RT
prjx,SecDef19,RT
RuckerWil,abyssboy008,RT
TheAuthor_BJM,TheAuthor_BJM,RT
heyjude5814,neesietweets,RT
JustYourKarma,RealCandaceO,RT
balrogbob,DanCrenshawTX,RT
ChuckStrong56,RealJamesWoods,RT
ChelseaGiese,OP_Society,RT
LazyCommie,RealCandaceO,RT
CobbStevenJ,RealCandaceO,RT
SautiYaWafugaji,IlhanMN,RT
blondii013,RealCandaceO,RT
Brunaaa_26,insoniascarvao,RT
bsmithmd3631,RealMAGASteve,RT
MRiggs1991,RealCandaceO,RT
debbie_dease,SpecNews1SoCal,RT
Stubacca01,MattLaslo,RT
mjgilliam09,RealCandaceO,RT
fionataylor666,RealCandaceO,RT
SusanMDOrazio1,JonLionFineArt,RT
StacyLStiles,RealCandaceO,RT
thepartyoflibe1,thepartyoflibe1,RT
Popcornbytes,MichaelSkolnik,RT
GrindinSoldier,heyitsCarolyn,RT
dr__lisaann,EricTrump,RT
Teddyshouse2II,SteveRattner,RT
sudischuricht,RealJamesWoods,RT
Patriot01224735,realTylerZed,RT
RonPric87692996,TeamPelosi,RT
LaneRic185,RealCandaceO,RT
JamesBo77952200,LifeNewsHQ,RT
GohenM,DanCrenshawTX,RT
digino69,AllenWest,RT
Offical_BTA,w_terrence,RT
real_hendertc,Jim_Jordan,RT
MrsOpie88,IlhanMN,RT
dodgehemi04,Lrihendry,RT
dwinfrey72,JonLionFineArt,RT
MikeMacho5,LifeNewsHQ,RT
anhonyf97,Boo3zero5,RT
bronxzu5,RealCandaceO,RT
coachemaccmac,RealCandaceO,RT
halistephanos,TheRaDR,RT
HHSRegion8,IHSgov,RT
dfasciana7,RealCandaceO,RT
Msmanchester1,,Tweet
showcase_prod,RealCandaceO,RT
Loray_12,KTHopkins,RT
4_rhode,RealCandaceO,RT
scott_soulia,NYforSanders,RT
AnneVStrickland,RealJamesWoods,RT
kwgominger,RealCandaceO,RT
Jill13258346,RealCandaceO,RT
preacher18280,VotingFemaIe,RT
WhiteCentauress,AOC,RT
88_Charlotte_88,Jim_Jordan,RT
MistyLynn67,RealCandaceO,RT
reda2448,realDonaldTrump,RT
Realmark0688,GOP,RT
AngieTink,SenTedCruz,RT
munungus,RealCandaceO,RT
sumitup24,Lrihendry,RT
edwinajune,hirschA8720,RT
KaydeeKing,RAS20135887,RT
MagooMikedavis,RealJamesWoods,RT
Offendeddude,RealCandaceO,RT
jennierm,RealCandaceO,RT
fmlykath,JonLionFineArt,RT
Coys107,realTylerZed,RT
bumby2011,,Tweet
AdamsWfa551,ARmastrangelo,RT
sandykcombs,tictoc,RT
jasonsmith51,RealCandaceO,RT
theaprilweasley,NARAL,RT
bethkissileff,jherrerx,RT
Gregg98290870,Jim_Jordan,RT
Billy_Delaney,heyitsCarolyn,RT
TJ_Ingram_II,mikebwonder,RT
hutchins_hutch,,Tweet
love_JMJ_love,,Tweet
968ac87b8bb4404,Str8DonLemon,RT
dr__lisaann,FrankLuntz,RT
saraloya1950,GOP,RT
Mariabil,UNITEDWEDREAM,RT
fisherlady1960,ConservativePTZ,RT
TheDarkness24,TrinityResists,RT
jvarner_wv,johncardillo,RT
abbycool30,RealCandaceO,RT
UCitnow,MatthewcogdeillrealDonaldTrump,RT
BornAgainCrypto,,Tweet
UCitnow,MatthewcogdeillMatthewcogdeill,RT
RebeccaJudd_,DanCrenshawTX,RT
UCitnow,MatthewcogdeillMatthewcogdeill,RT
Tenithetitan,RealCandaceO,RT
UCitnow,MatthewcogdeillMatthewcogdeill,RT
carolcollinsLV,newtgingrich,RT
cloudiatanknee,Michelle4NM,RT
samhsagov,IHSgov,RT
Amanda32594320,KTHopkins,RT
JBrunner8404,RealCandaceO,RT
UCitnow,MatthewcogdeillMatthewcogdeill,RT
RollyHui,RealCandaceO,RT
cjlovesamerica,TheBoxThatRoxx,RT
GregKOESTER,RealCandaceO,RT
BrstCanSrvMicki,LaurenUnderwood,RT
joaniesseattle,RepEscobar,RT
MickyCallen,heyitsCarolyn,RT
Dean_parrothead,KamalaHarris,RT
claflin34,RealCandaceO,RT
aliwojo19,TheRealMaddog58,RT
JG_glove,DanCovfefe1,RT
Marsha886,AllenWest,RT
lance4135,RealCandaceO,RT
CaliDeplorable,CaliDeplorable,RT
elagrew,NewRightNetwork,RT
Goinbi11,BryanKemper,RT
Machteburch,GhostFaceSigma,RT
souljahsingh,RealCandaceO,RT
ericmbaptiste,DanCrenshawTX,RT
drmaggiesa,JonLionFineArt,RT
reubenteague,amyklobuchar,RT
NiceGuyBCommMBA,realTylerZed,RT
jennyhenshaw,spicykezzinnugg,RT
Machariajm,ianbremmer,RT
FounderCurt,TheTrueNLP,RT
liatb01,RepDavidEPrice,RT
sueham1408,TeaPainUSA,RT
BWalker73116489,RealCandaceO,RT
SBA_Fresno,SBALinda,RT
Brooklynsweet2,JonLionFineArt,RT
sudischuricht,Gigiscik,RT
pnix49,Boo3zero5,RT
RampantKam,RealCandaceO,RT
DestinyandBruce,heyitsCarolyn,RT
OfeiraWalmer,EricTrump,RT
whoisdale_,eakuhl,RT
SU2CandMe,,Tweet
vkinkela,DanCrenshawTX,RT
cet586,KTHopkins,RT
svreid43,10thAmendment,RT
KAG4Eva,,Tweet
JazzFed,,Tweet
rozlang,RepCohen,RT
mathmom730,_SJPeace_,RT
CaliDeplorable,CaliDeplorable,RT
angyloraa,nowthisnews,RT
dfal182,TimRunsHisMouth,RT
frysbaby,Jim_Jordan,RT
JohnMcC30251924,realDonaldTrump,RT
Dean_parrothead,SpeakerPelosi,RT
Maggie24529867,RealCandaceO,RT
jakbtestbot,Jim_Jordan,RT
riteoneVU,FLOTUS,RT
Dihaggis,AllenWest,RT
shestheman,Emma4Change,RT
Snob_Monster,RealCandaceO,RT
PamelaB98884515,RealDrGina,RT
EWat98,buzzman888,RT
jenay_shanks,EricTrump,RT
JoHoggard,RealCandaceO,RT
DHuevo1,DanCrenshawTX,RT
Republicisdead,realTylerZed,RT
TheBruceHuff,RealCandaceO,RT
ArtRich7,IlhanMN,RT
thompsonval,KamalaHarris,RT
BarbaraGail5,RealCandaceO,RT
TXPSALM55,RealCandaceO,RT
Cheryljoy7,letters4trump45,RT
CiciGtz,LadyRedWave,RT
JohJen,LiveAction,RT
TheRiVenRiVer13,,Tweet
AngieTink,kilmeade,RT
shltlvr3,SaysHummingbird,RT
CharlesVillePro,,Tweet
catgrey58,RealCandaceO,RT
RobinCobb53,RealCandaceO,RT
ErinLeighMurphy,RealCandaceO,RT
swillis102,PoliticusSarah,RT
AgoyaWear,Underground_RT,RT
DwightCooper16,RealCandaceO,RT
michelleangel72,WhiteHouseLeaks,RT
EclecticMommaZ,NYforSanders,RT
currentrepub,RealCandaceO,RT
TheTrueNLP,,Tweet
threads35,RealCandaceO,RT
off_a_rose,,Tweet
TheriotChristy,RealCandaceO,RT
Puddle431,RealJamesWoods,RT
jetrotter,RealCandaceO,RT
lilithfund,,Tweet
grimmbizniz,Michelle4NM,RT
Misty__Bella,RealCandaceO,RT
zombiesquad1976,heyitsCarolyn,RT
Carolynyadayada,RealCandaceO,RT
CJT0427,RealCandaceO,RT
Shaun51629215,prageru,RT
MyUnicornsMine,MacBethSpeaks,RT
phredington,jameshohmann,RT
TrueTrumper,CBedfordDC,RT
M_TI3R,RealCandaceO,RT
Jacob_The_Rose6,RealCandaceO,RT
pam53,RealJamesWoods,RT
Smart3Stacy,RealMAGASteve,RT
jparsonLinda,TeaPainUSA,RT
SusanOutzen,,Tweet
jackiefox12,,Tweet
gayesday,RealCandaceO,RT
JK_Columbus,Michelle4NM,RT
dcbat,dcbat,RT
CherylBPR,,Tweet
clark7950,Doodisgirl,RT
PamelaBallNotCr,TimRunsHisMouth,RT
SaschaIllyvich,RealCandaceO,RT
peper77,SenBlumenthal,RT
CarolineMPoole,AOC,RT
Tony49119420,mollyday15,RT
Outlanderfan33,RealCandaceO,RT
SeaIslandBlue,TeaPainUSA,RT
dcbat,dcbat,RT
DelphiaMld16,FLOTUS,RT
Stephen70706737,realTylerZed,RT
suhrah95,KamalaHarris,RT
Sooner1944,RealJamesWoods,RT
SusanCTurlingt1,mrntweet2,RT
VickiDian7,Doodisgirl,RT
nailorie,KamalaHarris,RT
ElsibeTemple,LifeNewsHQ,RT
dxmj__,tictoc,RT
mhznm,AnaCathrynE,RT
B_smith0445,coolcam101,RT
010_10_101,NYforSanders,RT
NicoleBellows,newtgingrich,RT
JimKruger7,RealCandaceO,RT
roses12411,SenTedCruz,RT
INFJgal,DrJenGunter,RT
ahimsa_kla,RealCandaceO,RT
Barbistall,JonLionFineArt,RT
_JenniferAnne,TeamPelosi,RT
FlyingEagle555,Tombx7M,RT
DavidTh42675935,TulsiGabbard,RT
BarretoOzzie,realTylerZed,RT
SophiaMJ8,Michelle4NM,RT
GKostun,Jim_Jordan,RT
FaihaD,DanCrenshawTX,RT
DPonizil,SenSanders,RT
010_10_101,ProgShadow,RT
AlaynasMother,briebriejoy,RT
Orlien,RealCandaceO,RT
PatRiot9554,realTylerZed,RT
KesVon,RealDrGina,RT
kathyMcghee18,dcbat,RT
JacobHafenstei3,realTylerZed,RT
dxmj__,Newsweek,RT
newsjunkie523,newtgingrich,RT
karma_surf,realDonaldTrump,RT
Rebelcop,cmrecker,RT
DooNewbie,RealCandaceO,RT
Debsie53,RealCandaceO,RT
TrumpGal7,DonaldJTrumpJr,RT
Riponite,RealCandaceO,RT
SoarForFreedom,ashekyu,RT
ReleaseMemeaux,Telford_Russian,RT
JoeRile11516053,mollyday15,RT
JohnnyB371,joyreaper,RT
bluebmguy,RealJamesWoods,RT
Loray_12,Franklin_Graham,RT
jeromevivona,MichaelSkolnik,RT
10thAmendment,,Tweet
anhthiho54,MichaelSkolnik,RT
smc752,JonLionFineArt,RT
mead45lc,EricTrump,RT
JohJen,LilaGraceRose,RT
todaysedge,RealCandaceO,RT
SoarForFreedom,SoarForFreedom,RT
StevenRCorey1,HLAurora63,RT
presbyrose,LifeNewsHQ,RT
Kara61164082,Matthewcogdeill,RT
hkmeehan,heyitsCarolyn,RT
kes828,KTHopkins,RT
sarabshanti,RealCandaceO,RT
RosieChihuahua,dbongino,RT
adamiani27,RealCandaceO,RT
Libra5405,RealCandaceO,RT
ajvol01,realDonaldTrump,RT
anniereddj,,Tweet
karebair1,1Romans58,RT
IrascibleTwerp,GeneMcVay,RT
MonicaTaveras3,TimRunsHisMouth,RT
Dalv08661713,AdotGif,RT
JulieO_TO,JonLionFineArt,RT
jaybluuee,jaybluuee,RT
DelphiaMld16,newtgingrich,RT
acollegegirl4nw,realDonaldTrump,RT
BettersMrs,K_JeanPierre,RT
sarwono_raden,IvankaTrump,RT
Joechachi1,,Tweet
LeavingDancer2,RealCandaceO,RT
nmgraywiz,hirschA8720,RT
Myinfo941454043,RealCandaceO,RT
nicaraguancandy,IamGMJohnson,RT
CarmenS59062083,PR_51st_STATE,RT
OptimistTotal,naretevduorp,RT
SU2CandMe,,Tweet
Glorybound108,MCmuckraker,RT
ck0019,RealCandaceO,RT
FRG_Berlin_GDR,SebGorka,RT
KymG2016,RealCandaceO,RT
Jtrippi88,TeaPainUSA,RT
dinsmoreb,KTHopkins,RT
TRUMPPRES2020,RealCandaceO,RT
TheeGamboa,business,RT
JoanMallon4,Franklin_Graham,RT
ajvol01,realDonaldTrump,RT
jeaner08,CarpeDonktum,RT
ezMediArt,,Tweet
GKostun,TimRunsHisMouth,RT
allycatmeows,Franklin_Graham,RT
SpankMeImIrish,RealCandaceO,RT
Impact_2020_,RNRKentucky,RT
GGrandmag73,heyitsCarolyn,RT
proberts61,RealCandaceO,RT
JamesBo77952200,RealCandaceO,RT
daddyomar23,TinRepublicOfTX,RT
KalebPenbury,intheMatrixxx,RT
CMBNOFEAR,,Tweet
Sammi2000sm,MarkSimoneNY,RT
woodbridgeja,pattonoswalt,RT
riggio_carol,Jim_Jordan,RT
sweettaterRAH,SaraCarterDC,RT
Noturtypicalgay,FLOTUS,RT
JoanneColombo,RealCandaceO,RT
gritchkittie,RealCandaceO,RT
missycmh1,Franklin_Graham,RT
OfeiraWalmer,Jim_Jordan,RT
bgdepuy,DanCrenshawTX,RT
Ed19642Ed,RealJamesWoods,RT
AndersonFNM,LifeNewsToo,RT
MichelleN20,RealCandaceO,RT
Sheryl_in_NH,realTylerZed,RT
vacanzegrazia,AllenWest,RT
ednapm1989,DanCrenshawTX,RT
MarionStrstrk,amyklobuchar,RT
RebaTidmore,kilmeade,RT
sanfilti,,Tweet
ExecGQ,charliekirk11,RT
dfal182,renomarky,RT
DCCelebrityApp,,Tweet
HughScot,KTHopkins,RT
LeoDube,,Tweet
Penny_McL,jameshohmann,RT
TomGoyette,PeterDawsonUSA,RT
daor_5,Jim_Jordan,RT
Conserv_Correct,RealCandaceO,RT
flynlowDC,Ll4Rada,RT
Seesterbaja,SaintJrich,RT
TottenBill,amyklobuchar,RT
Tait61A,Emma4Change,RT
joei_13,JonLionFineArt,RT
kaiaka,RealCandaceO,RT
NicoleTaber16,MeetThePress,RT
Shopmom7,RealCandaceO,RT
NomadsWife6973,RealCandaceO,RT
situationfubaru,RealCandaceO,RT
Loray_12,RealJamesWoods,RT
Robsdroid215,RealCandaceO,RT
Maddawg1957,heyitsCarolyn,RT
MaryLuWiliams,heyitsCarolyn,RT
CryPartisan,RealCandaceO,RT
Michell22085533,hirschA8720,RT
GeddesEllen,QueenCheetahD,RT
UncleVeracity,MightyNitin22,RT
darhar981,ArizonaKayte,RT
EMIRELEX,TheSharpEdge1,RT
AngelaJAMS201,TrinityDC,RT
YMcglaun,Tombx7M,RT
navar_daniel,realTylerZed,RT
4lisablack,RealCandaceO,RT
FYancy,KamalaHarris,RT
BigBobDC68,1Romans58,RT
pentalupi_dhpjr,newtgingrich,RT
benmohamed1976,VOANoticias,RT
Franceborn,hardball,RT
Geebsvega,,Tweet
MartiinFlores,Michelle4NM,RT
JimmyFalk5,RealCandaceO,RT
daddyomar23,michaeljohns,RT
JeanneHooton,heyitsCarolyn,RT
RonRiley14,JonLionFineArt,RT
gemooreii,Truthseeker126,RT
AsenjoCossette,spicykezzinnugg,RT
KTyrky1,RealCandaceO,RT
qanonwhitehat,1Romans58,RT
JamesZski57,DanCrenshawTX,RT
juliercrenshaw,RealCandaceO,RT
anamariasu,VOANoticias,RT
DavidGrey99,DrDGrossman,RT
PurplleHazel,AOC,RT
thepartyoflibe1,,Tweet
Sharlic,IndyK46220,RT
TheNomadicFan,RealCandaceO,RT
mommydean74,RealMattWalter,RT
yellabellaa,AOC,RT
Bear19855,hirschA8720,RT
proBorderNation,RealJamesWoods,RT
Petracapernaum,Jim_Jordan,RT
FactsMatterJack,realTylerZed,RT
SingularMeyer,amyklobuchar,RT
VanidaPeters,heyitsCarolyn,RT
BillBat26852319,Franklin_Graham,RT
hijabitingz,IlhanMN,RT
cjcook1900,LisaDaftari,RT
2017FNR,pollsofpolitics,RT
astroolger,EricTrump,RT
dawn_sickles,JonLionFineArt,RT
Michael89919442,hirschA8720,RT
poker_wade2,AllenWest,RT
audean16,mrntweet2,RT
NjoguGithinji,Franklin_Graham,RT
JohJen,LiveAction,RT
Pickleboogers,NRATV,RT
ChrisLindseyHow,Jetsta812,RT
MumbullsMa,thebradfordfile,RT
lorrain79676522,RealDrGina,RT
cruise_miller,RealCandaceO,RT
khersh303,AOC,RT
sedonasurf,KatTheHammer1,RT
KenGrimes9,DanCrenshawTX,RT
LuzerLibby,GOP,RT
Smc20174,SenTedCruz,RT
femmedike,ianLourinho,RT
IsraelUSAforevr,RealCandaceO,RT
WickedResponses,kingsleyomenaz1,RT
TaraEndTheFED,RealCandaceO,RT
ConservConstitu,larryelder,RT
Rickster61x,WhiteHouseLeaks,RT
alaughrun,RealCandaceO,RT
stormypatriot22,NewRightNetwork,RT
beaujolais_4,hirschA8720,RT
Jerrymmoss1,atilladahoney,RT
LazybarU,Doodisgirl,RT
RichardPerozo6,VOANoticias,RT
halftwit2,AllenWest,RT
JeffYork13,RealCandaceO,RT
VeteranUSA3,USATODAY,RT
RightMomma,RealCandaceO,RT
k7creative,DrMartyFox,RT
JosephStanley82,RNcat50,RT
Punkin682,RealMAGASteve,RT
themamalisa,TheSharpEdge1,RT
msbizz73,Wutevuh,RT
JaniceR63163813,amyklobuchar,RT
sj_vet45,PsychoMetalHed,RT
OfeiraWalmer,JaySekulow,RT
Sandyma41963843,KTHopkins,RT
MaryCha20362180,,Tweet
Jeffrey52095461,michaeljohns,RT
judymorris3,,Tweet
ambassadoressh1,magaxxoo,RT
Josephvss,LifeNewsHQ,RT
__HXCVS__,Mistrigf,RT
SeattleSoaker,NYforSanders,RT
lance4135,rosedixontx,RT
Cvrsedgold,EstevanMesa,RT
NorthrnBelle1,EricTrump,RT
73wahoo,Chip_Lyons,RT
EveShead,1Romans58,RT
BillBat26852319,FLOTUS,RT
GrandellCharlie,Doodisgirl,RT
Geoffreylweddi1,Franklin_Graham,RT
jazmarice,KamalaHarris,RT
LouDelgado,,Tweet
alishajane777,newtgingrich,RT
GratitudeLane,RealCandaceO,RT
IamKingNavi,,Tweet
variand1234,realDonaldTrump,RT
DemsRDemonz,cre8itol,RT
AriuniVA,RealCandaceO,RT
viasly2016,RepAdamSchiff,RT
Rochell81486461,RealCandaceO,RT
EuroYankeeBlog,deaf258,RT
